Operating Airline,GEO Summary,GEO Region,Activity Type Code,Passenger Count,Year,Month
Hawaiian Airlines,Domestic,US,Enplaned,9681,2011,4
Horizon Air,Domestic,US,Deplaned,4799,2011,4
Horizon Air,Domestic,US,Enplaned,6130,2011,4
Japan Airlines,International,Asia,Deplaned,3845,2011,4
Japan Airlines,International,Asia,Enplaned,3716,2011,4
JetBlue Airways,Domestic,US,Deplaned,31723,2011,4
JetBlue Airways,Domestic,US,Enplaned,31835,2011,4
KLM Royal Dutch Airlines,International,Europe,Deplaned,10482,2011,4
KLM Royal Dutch Airlines,International,Europe,Enplaned,10314,2011,4
Korean Air Lines,International,Asia,Deplaned,4429,2011,4
Korean Air Lines,International,Asia,Enplaned,4674,2011,4
LAN Peru,International,South America,Deplaned,2558,2011,4
LAN Peru,International,South America,Enplaned,3100,2011,4
Lufthansa German Airlines,International,Europe,Deplaned,16716,2011,4
Lufthansa German Airlines,International,Europe,Enplaned,16822,2011,4
Mesa Airlines,Domestic,US,Deplaned,5136,2011,4
Mesa Airlines,Domestic,US,Enplaned,4920,2011,4
Mesaba Airlines,Domestic,US,Deplaned,1477,2011,4
Mesaba Airlines,Domestic,US,Enplaned,1523,2011,4
Miami Air International,Domestic,US,Enplaned,226,2011,4
Philippine Airlines,International,Asia,Deplaned,11538,2011,4
Philippine Airlines,International,Asia,Enplaned,10785,2011,4
Qantas Airways,International,Australia / Oceania,Deplaned,5302,2011,4
Qantas Airways,International,Australia / Oceania,Enplaned,4203,2011,4
Singapore Airlines,International,Asia,Deplaned,13554,2011,4
Singapore Airlines,International,Asia,Enplaned,12507,2011,4
SkyWest Airlines,Domestic,US,Deplaned,18445,2011,4
SkyWest Airlines,Domestic,US,Enplaned,18529,2011,4
SkyWest Airlines,Domestic,US,Deplaned,121183,2011,4
SkyWest Airlines,Domestic,US,Enplaned,120900,2011,4
SkyWest Airlines,International,Canada,Deplaned,1973,2011,4
SkyWest Airlines,International,Canada,Deplaned,9090,2011,4
SkyWest Airlines,International,Canada,Enplaned,12322,2011,4
Southwest Airlines,Domestic,US,Deplaned,120942,2011,4
Southwest Airlines,Domestic,US,Enplaned,118655,2011,4
Southwest Airlines,Domestic,US,Thru / Transit,178,2011,4
Swiss International,International,Europe,Deplaned,6280,2011,4
Swiss International,International,Europe,Enplaned,6000,2011,4
"TACA International Airlines, S.A.",International,Central America,Deplaned,4863,2011,4
"TACA International Airlines, S.A.",International,Central America,Enplaned,4966,2011,4
US Airways,Domestic,US,Deplaned,65593,2011,4
US Airways,Domestic,US,Enplaned,67194,2011,4
United Airlines,Domestic,US,Deplaned,63675,2011,4
United Airlines,Domestic,US,Enplaned,64362,2011,4
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,10853,2011,4
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,10564,2011,4
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,18035,2011,4
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,18438,2011,4
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,256,2011,4
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,342669,2011,4
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,350324,2011,4
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,4855,2011,4
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,58007,2011,4
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,2097,2011,4
United Airlines - Pre 07/01/2013,International,Asia,Enplaned,54974,2011,4
United Airlines - Pre 07/01/2013,International,Asia,Thru / Transit,2193,2011,4
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Deplaned,9505,2011,4
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Enplaned,7280,2011,4
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Thru / Transit,574,2011,4
United Airlines - Pre 07/01/2013,International,Canada,Deplaned,11501,2011,4
United Airlines - Pre 07/01/2013,International,Canada,Enplaned,13238,2011,4
United Airlines - Pre 07/01/2013,International,Canada,Thru / Transit,158,2011,4
United Airlines - Pre 07/01/2013,International,Europe,Deplaned,28892,2011,4
United Airlines - Pre 07/01/2013,International,Europe,Enplaned,28053,2011,4
United Airlines - Pre 07/01/2013,International,Europe,Thru / Transit,448,2011,4
United Airlines - Pre 07/01/2013,International,Mexico,Deplaned,9994,2011,4
United Airlines - Pre 07/01/2013,International,Mexico,Enplaned,9604,2011,4
Virgin America,Domestic,US,Deplaned,48363,2011,4
Virgin America,Domestic,US,Enplaned,49604,2011,4
Virgin America,Domestic,US,Deplaned,65332,2011,4
Virgin America,Domestic,US,Enplaned,66293,2011,4
Virgin America,International,Canada,Deplaned,476,2011,4
Virgin America,International,Canada,Enplaned,370,2011,4
Virgin America,International,Mexico,Deplaned,3477,2011,4
Virgin America,International,Mexico,Enplaned,1378,2011,4
Virgin America,International,Mexico,Enplaned,1854,2011,4
Virgin Atlantic,International,Europe,Deplaned,8915,2011,4
Virgin Atlantic,International,Europe,Enplaned,8971,2011,4
Aeromexico,International,Mexico,Deplaned,3106,2011,5
Aeromexico,International,Mexico,Enplaned,3134,2011,5
Air Berlin,International,Europe,Deplaned,1830,2011,5
Air Berlin,International,Europe,Enplaned,1638,2011,5
Air Canada,International,Canada,Deplaned,10851,2011,5
Air Canada,International,Canada,Enplaned,11554,2011,5
Air Canada,International,Canada,Deplaned,12237,2011,5
Air Canada,International,Canada,Enplaned,13028,2011,5
Air China,International,Asia,Deplaned,7196,2011,5
Air China,International,Asia,Enplaned,7497,2011,5
Air France,International,Europe,Deplaned,12888,2011,5
Air France,International,Europe,Enplaned,13285,2011,5
Air New Zealand,International,Australia / Oceania,Deplaned,7747,2011,5
Air New Zealand,International,Australia / Oceania,Enplaned,5717,2011,5
AirTran Airways,Domestic,US,Deplaned,25074,2011,5
AirTran Airways,Domestic,US,Enplaned,22186,2011,5
Alaska Airlines,Domestic,US,Deplaned,34031,2011,5
Alaska Airlines,Domestic,US,Enplaned,35333,2011,5
Alaska Airlines,International,Mexico,Deplaned,7009,2011,5
Alaska Airlines,International,Mexico,Enplaned,6907,2011,5
All Nippon Airways,International,Asia,Deplaned,5677,2011,5
All Nippon Airways,International,Asia,Enplaned,6327,2011,5
American Airlines,Domestic,US,Deplaned,140745,2011,5
American Airlines,Domestic,US,Enplaned,138199,2011,5
Asiana Airlines,International,Asia,Deplaned,6074,2011,5
Asiana Airlines,International,Asia,Enplaned,6573,2011,5
British Airways,International,Europe,Deplaned,18398,2011,5
British Airways,International,Europe,Enplaned,19626,2011,5
Cathay Pacific,International,Asia,Deplaned,21361,2011,5
Cathay Pacific,International,Asia,Enplaned,22277,2011,5
China Airlines,International,Asia,Deplaned,10718,2011,5
China Airlines,International,Asia,Enplaned,11107,2011,5
Delta Air Lines,Domestic,US,Deplaned,118431,2011,5
Delta Air Lines,Domestic,US,Enplaned,115620,2011,5
Delta Air Lines,International,Asia,Deplaned,4511,2011,5
Delta Air Lines,International,Asia,Enplaned,5002,2011,5
EVA Airways,International,Asia,Deplaned,11782,2011,5
EVA Airways,International,Asia,Enplaned,12376,2011,5
Emirates,International,Middle East,Deplaned,9642,2011,5
Emirates,International,Middle East,Enplaned,9231,2011,5
Frontier Airlines,Domestic,US,Deplaned,21591,2011,5
Frontier Airlines,Domestic,US,Enplaned,20707,2011,5
Hawaiian Airlines,Domestic,US,Deplaned,7468,2011,5
Hawaiian Airlines,Domestic,US,Enplaned,7290,2011,5
Horizon Air,Domestic,US,Deplaned,5211,2011,5
Horizon Air,Domestic,US,Enplaned,6540,2011,5
Japan Airlines,International,Asia,Deplaned,4235,2011,5
Japan Airlines,International,Asia,Enplaned,5334,2011,5
JetBlue Airways,Domestic,US,Deplaned,32332,2011,5
JetBlue Airways,Domestic,US,Enplaned,40174,2011,5
KLM Royal Dutch Airlines,International,Europe,Deplaned,10516,2011,5
KLM Royal Dutch Airlines,International,Europe,Enplaned,10430,2011,5
Korean Air Lines,International,Asia,Deplaned,6380,2011,5
Korean Air Lines,International,Asia,Enplaned,6696,2011,5
LAN Peru,International,South America,Deplaned,3009,2011,5
LAN Peru,International,South America,Enplaned,2775,2011,5
Lufthansa German Airlines,International,Europe,Deplaned,21945,2011,5
Lufthansa German Airlines,International,Europe,Enplaned,21907,2011,5
Mesa Airlines,Domestic,US,Deplaned,4843,2011,5
Mesa Airlines,Domestic,US,Enplaned,4831,2011,5
Mesaba Airlines,Domestic,US,Deplaned,9270,2011,5
Mesaba Airlines,Domestic,US,Enplaned,8838,2011,5
Miami Air International,Domestic,US,Deplaned,123,2011,5
Philippine Airlines,International,Asia,Deplaned,11974,2011,5
Philippine Airlines,International,Asia,Enplaned,11594,2011,5
Qantas Airways,International,Australia / Oceania,Deplaned,1241,2011,5
Qantas Airways,International,Australia / Oceania,Enplaned,846,2011,5
Singapore Airlines,International,Asia,Deplaned,13059,2011,5
Singapore Airlines,International,Asia,Enplaned,15866,2011,5
SkyWest Airlines,Domestic,US,Deplaned,11631,2011,5
SkyWest Airlines,Domestic,US,Enplaned,11004,2011,5
SkyWest Airlines,Domestic,US,Deplaned,126242,2011,5
SkyWest Airlines,Domestic,US,Enplaned,124106,2011,5
SkyWest Airlines,International,Canada,Deplaned,2131,2011,5
SkyWest Airlines,International,Canada,Deplaned,9473,2011,5
SkyWest Airlines,International,Canada,Enplaned,13312,2011,5
Southwest Airlines,Domestic,US,Deplaned,133496,2011,5
Southwest Airlines,Domestic,US,Enplaned,130802,2011,5
Southwest Airlines,Domestic,US,Thru / Transit,104,2011,5
Sun Country Airlines,Domestic,US,Deplaned,3455,2011,5
Sun Country Airlines,Domestic,US,Enplaned,3563,2011,5
Swiss International,International,Europe,Deplaned,6353,2011,5
Swiss International,International,Europe,Enplaned,6646,2011,5
"TACA International Airlines, S.A.",International,Central America,Deplaned,4945,2011,5
"TACA International Airlines, S.A.",International,Central America,Enplaned,4514,2011,5
US Airways,Domestic,US,Deplaned,73749,2011,5
US Airways,Domestic,US,Enplaned,72323,2011,5
United Airlines,Domestic,US,Deplaned,19158,2011,5
United Airlines,Domestic,US,Enplaned,18904,2011,5
United Airlines,Domestic,US,Deplaned,54487,2011,5
United Airlines,Domestic,US,Enplaned,53997,2011,5
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,14636,2011,5
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,12698,2011,5
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,20084,2011,5
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,20060,2011,5
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,320,2011,5
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,381602,2011,5
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,381140,2011,5
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,6085,2011,5
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,70528,2011,5
United Airlines - Pre 07/01/2013,International,Asia,Enplaned,70983,2011,5
United Airlines - Pre 07/01/2013,International,Asia,Thru / Transit,2630,2011,5
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Deplaned,9030,2011,5
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Enplaned,6437,2011,5
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Thru / Transit,398,2011,5
United Airlines - Pre 07/01/2013,International,Canada,Deplaned,13416,2011,5
United Airlines - Pre 07/01/2013,International,Canada,Enplaned,15298,2011,5
United Airlines - Pre 07/01/2013,International,Canada,Thru / Transit,247,2011,5
United Airlines - Pre 07/01/2013,International,Europe,Deplaned,30881,2011,5
United Airlines - Pre 07/01/2013,International,Europe,Enplaned,33375,2011,5
United Airlines - Pre 07/01/2013,International,Europe,Thru / Transit,433,2011,5
United Airlines - Pre 07/01/2013,International,Mexico,Deplaned,9184,2011,5
United Airlines - Pre 07/01/2013,International,Mexico,Enplaned,9292,2011,5
Virgin America,Domestic,US,Deplaned,129328,2011,5
Virgin America,Domestic,US,Enplaned,131202,2011,5
Virgin America,International,Mexico,Deplaned,3266,2011,5
Virgin America,International,Mexico,Enplaned,3201,2011,5
Virgin Atlantic,International,Europe,Deplaned,9739,2011,5
Virgin Atlantic,International,Europe,Enplaned,10882,2011,5
WestJet Airlines,International,Canada,Deplaned,6939,2011,5
WestJet Airlines,International,Canada,Enplaned,7145,2011,5
Aeromexico,International,Mexico,Deplaned,2635,2011,6
Aeromexico,International,Mexico,Enplaned,3342,2011,6
Air Berlin,International,Europe,Deplaned,2161,2011,6
Air Berlin,International,Europe,Enplaned,2233,2011,6
Air Canada,International,Canada,Deplaned,11161,2011,6
Air Canada,International,Canada,Enplaned,13058,2011,6
Air Canada,International,Canada,Deplaned,16743,2011,6
Air Canada,International,Canada,Enplaned,19586,2011,6
Air China,International,Asia,Deplaned,7082,2011,6
Air China,International,Asia,Enplaned,7111,2011,6
Air France,International,Europe,Deplaned,16598,2011,6
Air France,International,Europe,Enplaned,17794,2011,6
Air New Zealand,International,Australia / Oceania,Deplaned,7637,2011,6
Air New Zealand,International,Australia / Oceania,Enplaned,6392,2011,6
AirTran Airways,Domestic,US,Deplaned,25825,2011,6
AirTran Airways,Domestic,US,Enplaned,26926,2011,6
Alaska Airlines,Domestic,US,Deplaned,34509,2011,6
Alaska Airlines,Domestic,US,Enplaned,35081,2011,6
Alaska Airlines,International,Mexico,Deplaned,6708,2011,6
Alaska Airlines,International,Mexico,Enplaned,6867,2011,6
All Nippon Airways,International,Asia,Deplaned,6301,2011,6
All Nippon Airways,International,Asia,Enplaned,6185,2011,6
American Airlines,Domestic,US,Deplaned,137835,2011,6
American Airlines,Domestic,US,Enplaned,138084,2011,6
Asiana Airlines,International,Asia,Deplaned,7428,2011,6
Asiana Airlines,International,Asia,Enplaned,8041,2011,6
British Airways,International,Europe,Deplaned,18698,2011,6
British Airways,International,Europe,Enplaned,18870,2011,6
Cathay Pacific,International,Asia,Deplaned,19021,2011,6
Cathay Pacific,International,Asia,Enplaned,22565,2011,6
China Airlines,International,Asia,Deplaned,9535,2011,6
China Airlines,International,Asia,Enplaned,10418,2011,6
Delta Air Lines,Domestic,US,Deplaned,132766,2011,6
Delta Air Lines,Domestic,US,Enplaned,135236,2011,6
Delta Air Lines,International,Asia,Deplaned,5225,2011,6
Delta Air Lines,International,Asia,Enplaned,6014,2011,6
EVA Airways,International,Asia,Deplaned,12112,2011,6
EVA Airways,International,Asia,Enplaned,13871,2011,6
Emirates,International,Middle East,Deplaned,9166,2011,6
Emirates,International,Middle East,Enplaned,9931,2011,6
Frontier Airlines,Domestic,US,Deplaned,21290,2011,6
Frontier Airlines,Domestic,US,Enplaned,21418,2011,6
Hawaiian Airlines,Domestic,US,Deplaned,6824,2011,6
Hawaiian Airlines,Domestic,US,Enplaned,7506,2011,6
Horizon Air,Domestic,US,Deplaned,5201,2011,6
Horizon Air,Domestic,US,Enplaned,6296,2011,6
Japan Airlines,International,Asia,Deplaned,5086,2011,6
Japan Airlines,International,Asia,Enplaned,6253,2011,6
JetBlue Airways,Domestic,US,Deplaned,34196,2011,6
JetBlue Airways,Domestic,US,Enplaned,39035,2011,6
KLM Royal Dutch Airlines,International,Europe,Deplaned,10747,2011,6
KLM Royal Dutch Airlines,International,Europe,Enplaned,10907,2011,6
Korean Air Lines,International,Asia,Deplaned,6115,2011,6
Korean Air Lines,International,Asia,Enplaned,5870,2011,6
LAN Peru,International,South America,Deplaned,2613,2011,6
LAN Peru,International,South America,Enplaned,2718,2011,6
Lufthansa German Airlines,International,Europe,Deplaned,23412,2011,6
Lufthansa German Airlines,International,Europe,Enplaned,24109,2011,6
Mesa Airlines,Domestic,US,Deplaned,4949,2011,6
Mesa Airlines,Domestic,US,Enplaned,5052,2011,6
Mesaba Airlines,Domestic,US,Deplaned,8306,2011,6
Mesaba Airlines,Domestic,US,Enplaned,8667,2011,6
Philippine Airlines,International,Asia,Deplaned,9780,2011,6
Philippine Airlines,International,Asia,Enplaned,11234,2011,6
Servisair,Domestic,US,Deplaned,237,2011,6
Servisair,Domestic,US,Enplaned,262,2011,6
Singapore Airlines,International,Asia,Deplaned,13866,2011,6
Singapore Airlines,International,Asia,Enplaned,15506,2011,6
SkyWest Airlines,Domestic,US,Deplaned,11423,2011,6
SkyWest Airlines,Domestic,US,Enplaned,11383,2011,6
SkyWest Airlines,Domestic,US,Deplaned,130248,2011,6
SkyWest Airlines,Domestic,US,Enplaned,130509,2011,6
SkyWest Airlines,International,Canada,Deplaned,1906,2011,6
SkyWest Airlines,International,Canada,Deplaned,9486,2011,6
SkyWest Airlines,International,Canada,Enplaned,12555,2011,6
Southwest Airlines,Domestic,US,Deplaned,131544,2011,6
Southwest Airlines,Domestic,US,Enplaned,129186,2011,6
Southwest Airlines,Domestic,US,Thru / Transit,170,2011,6
Sun Country Airlines,Domestic,US,Deplaned,4667,2011,6
Sun Country Airlines,Domestic,US,Enplaned,5381,2011,6
Swiss International,International,Europe,Deplaned,6317,2011,6
Swiss International,International,Europe,Enplaned,6476,2011,6
"TACA International Airlines, S.A.",International,Central America,Deplaned,5225,2011,6
"TACA International Airlines, S.A.",International,Central America,Enplaned,5944,2011,6
US Airways,Domestic,US,Deplaned,72684,2011,6
US Airways,Domestic,US,Enplaned,73977,2011,6
United Airlines,Domestic,US,Deplaned,78131,2011,6
United Airlines,Domestic,US,Enplaned,81444,2011,6
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,26475,2011,6
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,24562,2011,6
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,21645,2011,6
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,22221,2011,6
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,362,2011,6
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,411250,2011,6
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,422203,2011,6
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,6872,2011,6
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,69925,2011,6
United Airlines - Pre 07/01/2013,International,Asia,Enplaned,69912,2011,6
United Airlines - Pre 07/01/2013,International,Asia,Thru / Transit,2618,2011,6
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Deplaned,9067,2011,6
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Enplaned,7608,2011,6
